ObsID,Triad1A,Triad1B,Triad1C,Triad2A,Triad2B,Triad2C,Triad3A,Triad3B,Triad3C,Factor1,Factor2,FactorC,Time
224,11.193586,80.04926,8.757151,10.437977,12.068962,77.49306,76.43112,10.591133,12.977738,Jupiter,No,C,Time1
225,32.971386,34.482758,32.545856,30.194946,40.8867,28.918356,29.523108,41.37931,29.09758,Mars,Yes,D,Time1
226,49.823883,0.24630737,49.92981,5.6371093,92.85714,1.5057518,32.375854,37.684727,29.939419,Mars,Yes,C,Time1
227,6.5346518,1.2315292,92.23382,50.67134,0.24630737,49.082355,49.40015,0.24630737,50.35354,Mars,No,D,Time1
228,9.004294,8.37439,82.62131,7.727693,8.37439,83.89791,81.88241,9.852219,8.265381,Mars,No,A,Time1
229,30.227991,41.133003,28.639008,20.035543,8.128076,71.83638,41.26581,52.95566,5.778523,Mars,Yes,D,Time1
230,46.198185,6.650245,47.151573,33.18366,35.221672,31.594673,30.159103,42.11823,27.722668,Mars,No,A,Time1
231,45.006313,11.576355,43.417328,42.703983,47.53694,9.75907,48.38988,48.029552,3.5805638,Saturns,No,A,Time1
232,13.147339,6.650245,80.202415,85.77194,1.2315292,12.996525,1.6169044,95.812805,2.570293,Jupiter,Yes,B,Time1
233,4.0320764,6.403938,89.56398,12.18425,5.4187164,82.39703,5.5644045,90.14778,4.2878127,Mars,No,B,Time1
234,13.374851,15.517242,71.1079,14.435217,76.108376,9.4564085,29.981686,41.625614,28.3927,Venus,Yes,A,Time1
235,47.56747,2.216751,50.215782,32.375854,37.684727,29.939419,29.80426,41.133003,29.062737,Venus,Yes,A,Time1
236,49.72015,0.98522186,49.294624,47.50864,52.21675,0.27460694,31.986162,36.4532,31.560635,Venus,Yes,C,Time1
237,11.691647,6.403938,81.90442,75.834816,4.9261093,19.239073,22.920027,75.86207,1.2179028,Mercury,No,A,Time1
238,23.9472,3.69458,72.358215,3.5142894,50.492615,45.993095,49.947033,50,0.05296631,Pluto,Yes,A,Time1
239,49.339695,3.4482803,47.212025,4.1316404,95.566505,0.30185547,4.9596486,89.655174,5.3851757,Mars,Yes,C,Time1
240,28.986025,37.684727,33.329247,10.997378,88.91626,0.0863623,94.21729,4.6798015,1.1028956,Mars,No,B,Time1
241,66.568474,24.384237,9.047288,7.8121095,64.77832,27.40957,9.6427,41.625614,48.731686,Venus,No,A,Time1
242,29.769415,40.8867,29.343887,1.5459598,5.4187164,93.035324,88.041084,6.8965516,5.0623612,Mars,Yes,D,Time1
243,54.76051,11.330048,33.909443,32.456768,38.916252,28.626982,29.702333,41.87192,28.425741,Mars,Yes,A,Time1
244,87.654724,7.6354675,4.70981,9.193921,87.43843,3.3676512,7.361245,89.40887,3.2298877,Mars,Yes,C,Time1
245,40.36055,19.70443,39.935024,16.513992,69.95074,13.535272,19.737976,60.098522,20.163504,Pluto,Yes,A,Time1
246,81.10042,9.610107,9.289476,82.01854,8.624893,9.356572,10.820549,10.595337,78.58412,Jupiter,Yes,C,Time1
247,85.94936,1.7241362,12.326489,43.449165,9.605911,46.944927,5.9919534,93.84236,0.1656836,Venus,Yes,A,Time1
248,89.87671,5.665024,4.4582667,5.4966846,91.87191,2.6314015,73.37006,1.2315292,25.398407,Venus,Yes,B,Time1
249,48.914154,3.4482803,47.637566,20.874128,5.911331,73.21455,84.14422,7.881775,7.974006,Uranus,Yes,C,Time1
250,47.61757,10.591133,41.791298,47.767857,35.714287,16.517857,30.11945,39.655174,30.225376,Jupiter,Yes,A,Time1
251,71.98236,9.1132965,18.904343,11.766459,81.034485,7.199058,28.850624,42.610836,28.538544,Venus,No,C,Time1
252,9.821565,81.527084,8.65135,10.149631,11.083733,78.76664,9.186409,9.605904,81.207695,Mars,No,D,Time1
253,44.405163,11.083748,44.51109,29.271988,39.655174,31.072838,47.410923,13.546799,39.04228,Mercury,No,A,Time1
254,29.735378,42.11823,28.146395,28.956804,41.133003,29.910192,3.8190405,43.103455,53.077507,Mars,No,B,Time1
255,6.179804,0.24630737,93.57388,4.9670706,93.349754,1.6831739,6.4845653,92.85714,0.6582959,Saturns,No,A,Time1
256,45.74523,10.098526,44.156246,46.661568,9.1132965,44.225132,81.15059,3.69458,15.15483,Venus,No,A,Time1
257,47.193836,10.591133,42.215027,30.966906,39.655174,29.37792,38.779797,24.876846,36.34336,Mercury,Yes,A,Time1
258,36.31674,29.802958,33.880302,77.98827,12.561578,9.450145,28.996462,43.596058,27.407478,Mars,Yes,B,Time1
259,34.79716,9.1132965,56.08954,14.504102,75.12315,10.372745,9.16261,69.70444,21.132952,Venus,No,A,Time1
260,55.372017,2.7093582,41.91863,60.17079,0.7389221,39.090286,30.7206,40.14778,29.131615,Mars,Yes,B,Time1
261,28.39531,43.103455,28.501236,8.457094,10.098526,81.44438,81.229904,8.620689,10.1494,Jupiter,No,C,Time1
262,0.8741226,5.911331,93.214554,29.702333,41.87192,28.425741,92.31841,3.4482803,4.233307,Mars,Yes,A,Time1
263,17.762291,17.241379,64.99633,71.02086,16.256157,12.722984,30.374178,41.37931,28.24651,Mars,No,A,Time1
264,29.80426,41.133003,29.062737,40.25137,58.374386,1.374248,6.2737427,53.448277,40.27798,Pluto,No,B,Time1
265,87.12294,7.881775,4.995283,77.134476,10.837433,12.0280905,9.004294,8.37439,82.62131,Mars,Yes,D,Time1
266,37.569145,39.162563,23.268293,51.026184,1.2315292,47.742287,1.7316991,60.83744,37.43086,Venus,Yes,C,Time1
267,82.31323,2.2167509,15.470013,74.93451,22.906403,2.1590881,64.00731,33.743843,2.2488427,Mars,Yes,A,Time1
268,48.38988,48.029552,3.5805638,30.582832,42.11823,27.298939,31.25287,41.625614,27.121513,Jupiter,Yes,C,Time1
269,46.028458,9.1132965,44.858242,1.0562371,7.1428456,91.80092,3.7079253,96.277664,0.014409909,Mars,Yes,C,Time1
270,48.24166,4.679802,47.078533,9.258335,83.497536,7.244126,46.00187,3.2019653,50.79617,Mars,Yes,D,Time1
271,29.557955,41.625614,28.816431,35.055992,35.714287,29.229721,29.9128,42.610836,27.476364,Pluto,Yes,C,Time1
272,71.78055,16.502466,11.716988,20.03136,65.76355,14.2050905,30.7206,40.14778,29.131615,Mars,Yes,C,Time1
273,29.203108,40.640396,30.156496,31.636936,39.162563,29.2005,31.636936,39.162563,29.2005,Venus,No,A,Time1
274,57.805843,1.2315292,40.962627,29.036123,46.059113,24.904766,19.144245,63.30049,17.55526,Jupiter,No,A,Time1
275,77.31825,13.054185,9.627569,11.371014,80.54187,8.087116,81.33845,10.098526,8.563026,Mars,No,B,Time1
276,13.012652,9.605911,77.38144,10.602012,82.512314,6.885674,81.5233,9.605911,8.8707905,Jupiter,Yes,C,Time1
277,48.316826,6.650245,45.03293,29.557955,41.625614,28.816431,3.8545277,3.2019653,92.943504,Mars,Yes,C,Time1
278,10.041382,87.43843,2.5201905,0.30188233,50.985218,48.712902,34.63226,35.714287,29.65345,Pluto,No,C,Time1
279,29.770157,41.625614,28.604227,5.6678753,8.128076,86.204056,27.687576,44.08867,28.223757,Venus,Yes,A,Time1
280,90.0489,3.6945806,6.2565236,29.735378,42.11823,28.146395,9.855612,2.216751,87.92764,Mars,No,B,Time1
281,50.67134,0.24630737,49.082355,32.021008,36.69951,31.279484,38.948868,40.640396,20.410738,Uranus,Yes,B,Time1
282,8.868296,83.00494,8.126772,6.081708,4.679802,89.23849,9.2920265,83.00494,7.703042,Mercury,No,C,Time1
283,54.662315,0.7389221,44.598755,31.803925,33.743843,34.452232,32.98745,44.08867,22.923883,Venus,Yes,A,Time1
284,47.53825,5.665024,46.796726,30.434631,38.17734,31.388023,28.257545,45.07389,26.668564,Pluto,Yes,C,Time1
285,31.676596,41.625614,26.697788,0.32223117,95.68477,3.9930012,43.619404,56.198364,0.18223621,Mars,No,A,Time1
286,79.2198,10.098526,10.68167,12.842588,14.039406,73.118004,83.033356,10.098525,6.8681097,Pluto,No,B,Time1
287,46.070644,10.837433,43.091923,16.66701,36.4532,46.879787,14.537255,17.733994,67.72875,Venus,Yes,D,Time1
288,4.7039075,5.911331,89.384766,93.77424,3.9408877,2.2848756,91.04182,3.4482803,5.509903,Jupiter,No,A,Time1
289,48.66785,3.9408875,47.39126,51.181213,48.275864,0.54291993,48.847084,4.4334946,46.71942,Mars,Yes,C,Time1
290,48.20698,4.4334946,47.35952,6.689907,89.16256,4.147534,30.610752,37.931038,31.458214,Jupiter,No,A,Time1
291,44.409336,53.448277,2.1423876,29.065344,42.610836,28.32382,30.858364,38.17734,30.96429,Mars,Yes,D,Time1
292,44.94161,54.92611,0.13228515,14.750411,74.63053,10.619053,62.04313,1.2315292,36.725338,Venus,No,C,Time1
293,4.211294,6.896553,88.89216,34.00168,34.975365,31.02296,0.58799314,50.73892,48.67309,Mars,Yes,A,Time1
294,30.7206,40.14778,29.131615,0.1787236,1.2315292,98.589745,1.5187885,0.24630737,98.2349,Mars,No,A,Time1
295,12.043127,1.2315292,86.72534,30.966906,39.655174,29.37792,8.621992,83.497536,7.880469,Pluto,Yes,A,Time1
296,50.957306,2.216751,46.825947,54.92351,45.050148,0.026338657,50.863373,49.01478,0.1218457,Pluto,No,A,Time1
297,80.24469,10.591133,9.164179,6.513784,89.40887,4.0773487,30.474293,40.640396,28.885311,Uranus,Yes,A,Time1
298,50.351505,45.566505,4.0819945,28.492174,41.625614,29.88221,50.01088,3.69458,46.29454,Pluto,Yes,D,Time1
299,85.05391,14.532021,0.41407472,29.981686,41.625614,28.3927,29.735378,42.11823,28.146395,Mars,Yes,B,Time1
300,52.11994,0.7389221,47.141132,0.015915528,49.01478,50.969307,47.759506,50.985218,1.2552735,Pluto,Yes,A,Time1
301,90.22632,4.187187,5.586491,3.8733106,93.84236,2.2843263,0.77987087,1.7241365,97.49599,Mars,No,A,Time1
302,44.37594,14.532021,41.09204,22.327429,66.25616,11.416413,56.52631,16.502466,26.971228,Mars,No,A,Time1
303,97.13343,1.477829,1.3887451,57.541138,42.364532,0.094331056,57.541138,42.364532,0.094331056,Mars,No,B,Time1
304,13.147476,6.8965526,79.95597,86.83157,5.911331,7.2570996,7.893301,87.192116,4.91458,Uranus,Yes,A,Time1
305,61.659157,16.256157,22.084688,61.27869,18.719215,20.002096,63.85389,15.270935,20.875172,Mars,Yes,D,Time1
306,50.21839,3.69458,46.087032,3.6812718,45.07389,51.24483,31.636936,39.162563,29.2005,Venus,Yes,A,Time1
307,84.93492,7.1428604,7.9222136,11.341792,83.99014,4.6680613,53.63744,0.24630737,46.11625,Saturns,Yes,C,Time1
308,7.4509954,0.24630737,92.3027,86.28543,12.068962,1.6456035,32.937347,35.714287,31.348366,Pluto,No,C,Time1
309,29.942024,39.162563,30.895412,31.803925,33.743843,34.452232,27.6063,36.206894,36.186806,Jupiter,Yes,C,Time1
310,44.680687,7.1428604,48.17645,26.059586,40.14778,33.792633,32.3362,35.221672,32.442127,Mars,No,A,Time1
311,47.57791,8.128076,44.294014,7.6075487,88.91626,3.4761913,6.081708,4.679802,89.23849,Venus,No,C,Time1
312,33.92257,33.743843,32.333584,22.294031,27.339897,50.366074,29.271988,39.655174,31.072838,Mars,Yes,A,Time1
313,46.696743,8.620689,44.682564,29.410315,40.640396,29.94929,46.13602,1.2315292,52.632446,Pluto,No,B,Time1
314,23.281345,46.551723,30.16693,7.6388626,6.650245,85.71089,33.46962,37.19212,29.33826,Mercury,No,A,Time1
315,28.559902,39.901478,31.538624,30.754639,38.916252,30.329111,30.866787,40.394093,28.739122,Mars,No,B,Time1
316,0.58784175,52.95566,46.456493,15.489324,73.15271,11.357966,37.182983,20.443352,42.373665,Mars,No,D,Time1
317,51.92374,9.605911,38.47035,23.813612,48.029552,28.156836,77.30781,7.1428604,15.549334,Mars,Yes,C,Time1
318,32.30243,35.71428,31.983292,28.540775,44.08866,27.37056,28.854156,42.61083,28.535015,Pluto,Yes,C,Time1
319,48.8491,8.128076,43.022827,32.198433,37.19212,30.609447,30.227991,41.133003,28.639008,Venus,Yes,B,Time1
320,46.2775,11.576355,42.146145,29.695717,39.655174,30.649107,30.11945,39.655174,30.225376,Mars,No,C,Time1
321,21.166553,17.241379,61.59207,13.798343,19.211823,66.98983,11.516611,43.349754,45.133633,Venus,No,A,Time1
322,41.45792,19.21182,39.330254,36.80012,25.123156,38.07672,34.986897,33.004932,32.008175,Mercury,No,C,Time1
323,46.025566,8.37439,45.60004,10.848965,81.28079,7.870244,9.86374,83.251236,6.88502,Mars,No,D,Time1
324,31.21321,39.162563,29.624228,32.484398,39.162563,28.353039,33.67626,34.236458,32.08728,Mars,Yes,C,Time1
325,47.922325,3.2019653,48.875713,55.08605,0.7389221,44.17503,47.0352,0.7389221,52.225883,Saturns,No,A,Time1
326,19.386383,20.443352,60.17027,26.819372,50.492615,22.688015,29.13423,41.625614,29.240154,Venus,No,A,Time1
327,4.7259235,2.4630585,92.81102,4.1892877,10.344826,85.46589,10.84477,43.84236,45.312866,Mars,Yes,A,Time1
328,11.746939,75.123146,13.129917,14.499275,53.448265,32.052456,10.440998,13.054185,76.50483,Mars,Yes,D,Time1
329,4.119614,93.349754,2.5306299,89.65439,0.24630737,10.099303,5.4408865,1.7241365,92.83498,Jupiter,No,D,Time1
330,9.33169,85.46798,5.200332,11.656978,82.512314,5.830708,79.64354,10.098526,10.25794,Jupiter,No,C,Time1
331,50.078613,1.9704437,47.950947,1.9714872,5.4187164,92.609795,47.458336,2.9556656,49.586002,Mars,Yes,A,Time1
332,78.413956,11.576347,10.009699,79.93686,11.083733,8.979411,81.034225,10.5911255,8.374649,Venus,No,B,Time1
333,31.70582,38.17734,30.116835,26.946703,42.610836,30.442465,15.232578,67.73399,17.033428,Pluto,Yes,D,Time1
334,26.455296,45.812805,27.7319,11.18541,85.71429,3.1003027,29.276804,41.87192,28.851274,Mars,No,A,Time1
335,98.48381,1.2315292,0.28465912,97.56747,2.2167509,0.21577697,96.85777,0.24630737,2.895914,Mars,Yes,A,Time1
336,89.31769,6.896553,3.785767,2.4641008,4.4334946,93.1024,5.9134235,6.896553,87.190025,Mars,No,C,Time1
337,9.905704,10.591133,79.50317,31.104671,37.684727,31.210602,35.381615,40.14778,24.4706,Venus,No,A,Time1
338,7.14625,7.6354675,85.21828,8.523887,87.93104,3.5450783,34.947453,34.236458,30.816093,Venus,Yes,A,Time1
339,90.97566,8.620689,0.40363833,48.48381,1.2315292,50.28466,1.9028661,97.78325,0.31388184,Mercury,No,C,Time1
340,44.977085,15.024635,39.99828,38.683777,50.492615,10.823611,31.499178,41.133003,27.367819,Jupiter,Yes,A,Time1
341,32.484398,39.162563,28.353039,24.542091,40.640396,34.817513,35.193756,33.743843,31.0624,Pluto,Yes,D,Time1
342,45.891422,10.344826,43.763752,40.1132,10.837433,49.049366,84.56975,7.881775,7.548474,Jupiter,No,A,Time1
343,92.522385,4.679802,2.7978108,97.39005,1.7241365,0.8858133,95.734795,4.187187,0.078016505,Mars,No,D,Time1
344,90.265976,6.650244,3.0837753,10.327349,89.40887,0.26378417,7.1545997,92.36453,0.48086914,Jupiter,Yes,A,Time1
345,77.34747,9.605911,13.04662,31.104671,37.684727,31.210602,14.297456,78.07882,7.6237254,Pluto,No,B,Time1
346,21.031193,12.068962,66.89984,16.439053,11.083748,72.477196,25.97191,50.492615,23.535477,Mars,No,A,Time1
347,44.54603,2.7093582,52.744614,24.41503,32.75862,42.826347,38.636814,33.25123,28.111958,Uranus,Yes,B,Time1
348,48.740173,49.753696,1.5061328,29.8365,39.901478,30.262026,95.6776,0.98522186,3.3371766,Mercury,No,C,Time1
349,78.19493,9.605911,12.199164,82.244354,3.2019649,14.553677,11.778036,11.083748,77.138214,Pluto,No,D,Time1
350,74.629234,14.039406,11.33136,12.143123,13.054185,74.8027,71.20297,17.487679,11.309353,Jupiter,Yes,C,Time1
351,30.227991,41.133003,28.639008,7.304392,92.50716,0.18845206,15.470537,82.512314,2.0171485,Jupiter,No,C,Time1
352,84.20644,14.532021,1.2615333,76.31216,3.2019653,20.485884,36.162285,62.315266,1.5224488,Jupiter,Yes,C,Time1
353,13.719268,10.591133,75.689606,25.704739,39.162563,35.132698,34.020668,29.310349,36.66898,Venus,Yes,A,Time1
354,53.14483,1.2315292,45.623634,31.21321,39.162563,29.624228,1.1430762,87.43843,11.418496,Pluto,No,B,Time1
355,30.015718,40.394093,29.590189,32.27754,38.423645,29.298819,29.030499,42.364532,28.604969,Jupiter,No,A,Time1
356,56.150593,3.69458,40.15483,43.931343,2.7093582,53.3593,26.443657,37.684727,35.871616,Jupiter,Yes,B,Time1
357,87.04314,1.2315294,11.725338,14.585501,1.2315292,84.18297,7.304392,92.50716,0.18845206,Mercury,Yes,A,Time1
358,93.46795,0.24630737,6.2857447,30.89802,40.640396,28.461584,5.7363944,94.18311,0.0804952,Venus,No,B,Time1
359,0.29698607,2.713562,96.989456,46.48033,52.467262,1.0524096,42.60024,3.2061691,54.193584,Pluto,No,A,Time1
360,40.183327,19.95494,39.861732,15.367241,12.565782,72.06697,34.540283,27.836716,37.622997,Jupiter,No,A,Time1
361,51.62733,1.7241365,46.648525,7.11702,11.083748,81.799225,84.68862,7.6354675,7.67591,Venus,Yes,D,Time1
362,0.1787236,1.2315292,98.589745,30.227991,41.133003,28.639008,29.34087,38.66995,31.989182,Mars,No,A,Time1
363,50.750656,5.172417,44.076923,7.046055,90.8867,2.0672462,4.81491,95.03603,0.14905627,Mars,Yes,A,Time1
364,87.36876,5.665024,6.966217,96.43405,0.24630737,3.319643,98.976425,0.24630737,0.77727,Uranus,No,A,Time1
365,94.82653,0.98522186,4.1882396,0.07848988,97.87567,2.0458362,1.2545797,3.4482803,95.29714,Mercury,Yes,C,Time1
366,48.16863,2.7093582,49.122017,31.104671,37.684727,31.210602,31.952127,37.684727,30.363146,Uranus,No,A,Time1
367,5.330674,2.9556656,91.71366,26.656538,42.857136,30.486324,25.222725,38.916252,35.861023,Mars,Yes,A,Time1
368,80.84583,11.083748,8.0704155,30.966906,39.655174,29.37792,38.713005,47.04434,14.242658,Jupiter,Yes,C,Time1
369,86.33896,6.8965516,6.7644887,5.5549717,5.911331,88.5337,5.9228563,91.13301,2.9441357,Mars,Yes,A,Time1
370,86.86571,0.7389221,12.395369,10.533995,86.45321,3.0128028,8.632432,89.40887,1.9587013,Mars,No,C,Time1
371,96.47371,2.7093582,0.816931,85.10191,1.7241365,13.17395,6.336363,88.91626,4.747378,Venus,No,A,Time1
372,51.065834,0.7431183,48.191055,29.77139,41.629814,28.598795,3.8422413,94.33918,1.8185791,Venus,No,B,Time1
373,10.997378,88.91626,0.0863623,9.895262,4.679802,85.42493,11.794744,80.54187,7.6633863,Mars,Yes,A,Time1
374,29.13423,41.625614,29.240154,9.824302,84.48275,5.6929445,18.94177,8.620689,72.43754,Mercury,Yes,B,Time1
375,42.6351,48.522167,8.84273,4.119614,93.349754,2.5306299,8.22857,91.65144,0.11998968,Uranus,No,A,Time1
376,32.885162,6.1576385,60.9572,23.598616,66.25616,10.1452265,30.868801,44.08867,25.04253,Mercury,No,D,Time1
377,77.22749,16.502457,6.2700486,12.769884,10.098518,77.1316,66.07458,20.935953,12.9894705,Jupiter,No,A,Time1
378,71.75977,14.778328,13.461898,59.86899,30.049255,10.081754,63.898964,17.733994,18.367043,Mars,No,D,Time1
379,48.712273,7.1428604,44.144867,29.768764,41.625614,28.60562,40.986668,17.487686,41.525642,Uranus,Yes,A,Time1
380,32.553276,38.17734,29.269379,30.227991,41.133003,28.639008,29.695717,39.655174,30.649107,Mars,Yes,C,Time1
381,98.65632,0.98522186,0.35845283,4.1316404,95.566505,0.30185547,3.023795,2.4630585,94.513145,Venus,Yes,B,Time1
382,9.755415,85.46798,4.7766066,80.91473,10.098526,8.986754,6.336363,88.91626,4.747378,Jupiter,Yes,C,Time1
383,31.60571,38.916252,29.478043,30.866787,40.394093,28.739122,8.072529,87.68472,4.2427444,Venus,Yes,D,Time1
384,60.23342,36.206894,3.5596874,30.78948,39.162563,30.047956,10.494331,83.99014,5.5155225,Mars,Yes,B,Time1
385,8.82864,80.54187,10.62949,91.70415,1.2315294,7.064321,5.8333154,83.99014,10.1765375,Mars,Yes,B,Time1
386,65.19709,7.6354675,27.167437,77.101166,10.098526,12.800314,12.205945,53.448277,34.34578,Saturns,No,D,Time1
387,51.312138,0.25050354,48.437355,7.1343503,92.86135,0.004301758,30.264,40.6446,29.0914,Mars,No,A,Time1
388,50.6886,49.261086,0.050310057,0.40352494,3.4482803,96.14819,4.377949,95.07388,0.54816407,Venus,No,C,Time1
389,48.90754,1.2315292,49.860928,30.651716,41.133003,28.21528,49.34588,49.507393,1.146726,Mars,No,A,Time1
390,9.589037,13.058387,77.35257,50.46105,0.25050354,49.28845,0.0763916,65.27514,34.64847,Mars,No,A,Time1
391,30.474293,40.640396,28.885311,82.7474,8.128076,9.124521,10.467191,8.620689,80.91211,Jupiter,No,B,Time1
392,49.115395,0.49260712,50.391994,27.686823,43.349754,28.963423,35.99413,27.58621,36.41966,Mars,Yes,C,Time1
393,49.89938,1.477829,48.622787,57.78744,41.87192,0.34063476,50.504143,1.9704437,47.52542,Mars,No,C,Time1
394,52.767956,0.7431183,46.488934,31.00292,39.16676,29.830322,35.54857,31.777603,32.67383,Mars,No,B,Time1
395,48.911716,43.596058,7.492224,80.20503,8.128076,11.666895,84.75751,6.650245,8.59225,Jupiter,No,C,Time1
396,69.48448,16.00985,14.50567,71.13973,13.546799,15.313466,11.26247,79.06404,9.673487,Mercury,No,D,Time1
397,86.53174,11.576355,1.8919073,0.9865283,98.76846,0.24500489,11.312569,87.43843,1.2490039,Jupiter,No,A,Time1
398,31.361395,40.151985,28.486622,28.42772,42.61504,28.957241,9.44019,83.994354,6.565454,Venus,Yes,B,Time1
399,29.242765,43.103455,27.65378,87.72361,6.650244,5.6261477,30.582832,42.11823,27.298939,Uranus,No,C,Time1
400,9.878413,14.285713,75.83587,77.6491,6.403938,15.946968,5.1514516,2.4630585,92.38549,Venus,Yes,A,Time1
401,8.870391,4.187187,86.94242,85.70307,2.2167509,12.080182,88.66917,2.216751,9.11408,Mars,No,A,Time1
402,57.78744,41.87192,0.34063476,20.179234,0.49260712,79.32816,87.77277,10.837432,1.3897936,Mars,No,B,Time1
403,1.7066655,6.650245,91.64308,49.754993,1.2315292,49.013474,38.955135,4.187187,56.857674,Mars,No,A,Time1
404,50.711,2.7093582,46.579643,51.449913,1.2315292,47.318554,9.993368,0.24630737,89.76032,Venus,Yes,B,Time1
405,14.251536,12.068962,73.6795,12.2873535,79.55665,8.155996,13.449995,78.07882,8.471187,Mars,No,C,Time1
406,6.110921,1.2315292,92.65755,6.336363,88.91626,4.747378,8.839078,86.45321,4.70772,Jupiter,No,D,Time1
407,2.919396,13.546799,83.53381,0.07789116,95.66354,4.2585654,13.992704,85.46798,0.5393164,Mars,Yes,A,Time1
408,40.305637,9.1132965,50.581062,34.00189,38.66995,27.328161,30.858364,38.17734,30.96429,Venus,No,A,Time1
409,83.67418,13.054185,3.2716372,94.24652,1.2315294,4.5219474,1.2223926,92.36453,6.413076,Mars,No,B,Time1
410,46.632343,12.561578,40.806076,10.04346,8.620689,81.335846,10.191668,12.561578,77.24675,Jupiter,No,C,Time1
411,32.908123,39.162563,27.929316,85.79283,13.054185,1.1529925,0.75065184,5.172417,94.07693,Pluto,Yes,A,Time1
412,89.092896,2.216751,8.690354,10.081044,89.901474,0.017480468,4.3575726,8.128076,87.51435,Venus,Yes,A,Time1
413,85.18123,6.650244,8.16852,11.137232,8.128076,80.734695,5.8353977,5.172417,88.99218,Venus,No,D,Time1
414,47.861866,6.403938,45.7342,3.0017886,5.911331,91.08688,6.4825535,89.16256,4.354888,Mars,No,A,Time1
415,27.22223,38.66995,34.107815,60.78447,28.325119,10.890407,11.302134,81.52709,7.1707764,Mars,No,A,Time1
416,28.91835,40.8867,30.19495,3.2480888,5.4187164,91.33319,6.9887853,9.852219,83.159,Pluto,Yes,B,Time1
417,8.880825,10.098526,81.020645,28.858698,45.566505,25.5748,29.094563,39.162563,31.742874,Mars,No,A,Time1
